unitid,Year,UG FT,UG PT,UG total enrollment,UG total FTE ,GR FT,GR PT,GR total enrollment,GR total FTE,Total enrollment,Total FTE
248314,2001,18,2,20,19,0,0,0,0,20,19
248527,2001,44,,44,44,0,0,0,0,44,44
248606,2001,230,156,386,282,0,0,0,0,386,282
248624,2001,49,,49,49,0,0,0,0,49,49
248633,2001,50,,50,50,0,0,0,0,50,50
248660,2001,24,,24,24,0,0,0,0,24,24
248703,2001,170,,170,170,0,0,0,0,170,170
248776,2001,511,1307,1818,1030,0,0,0,0,1818,1030
248794,2001,537,340,877,672,0,0,0,0,877,672
248846,2001,250,26,276,260,0,0,0,0,276,260
248882,2001,103,173,276,171,0,0,0,0,276,171
248925,2001,478,288,766,575,0,0,0,0,766,575
248934,2001,2781,351,3132,2920,0,0,0,0,3132,2920
248943,2001,921,427,1348,1091,0,0,0,0,1348,1091
248970,2001,113,198,311,192,0,0,0,0,311,192
249061,2001,31,13,44,36,0,0,0,0,44,36
249140,2001,478,479,957,668,0,0,0,0,957,668
249238,2001,31,,31,31,0,0,0,0,31,31
249247,2001,596,,596,596,0,0,0,0,596,596
249566,2001,538,,538,538,0,0,0,0,538,538
249609,2001,180,,180,180,0,0,0,0,180,180
249636,2001,92,,92,92,0,0,0,0,92,92
249779,2001,98,67,165,125,0,0,0,0,165,125
250027,2001,258,7,265,261,0,0,0,0,265,261
250072,2001,17,40,57,33,0,0,0,0,57,33
250285,2001,149,,149,149,0,0,0,0,149,149
250407,2001,563,185,748,636,0,0,0,0,748,636
250498,2001,179,,179,179,0,0,0,0,179,179
250504,2001,90,66,156,116,0,0,0,0,156,116
250744,2001,125,55,180,147,0,0,0,0,180,147
250832,2001,29,,29,29,0,0,0,0,29,29
250902,2001,64,34,98,77,0,0,0,0,98,77
250920,2001,460,,460,460,0,0,0,0,460,460
250993,2001,44,11,55,48,0,0,0,0,55,48
251075,2001,287,53,340,308,0,0,0,0,340,308
251251,2001,364,,364,364,0,0,0,0,364,364
251260,2001,2658,1795,4453,3371,0,0,0,0,4453,3371
251312,2001,176,52,228,197,0,0,0,0,228,197
260196,2001,,,0,0,23,0,23,23,23,23
260293,2001,499,366,865,643,27,19,46,34,911,677
260336,2001,1,3,4,2,0,0,0,0,4,2
260354,2001,195,2,197,196,0,0,0,0,197,196
260363,2001,25,,25,25,0,0,0,0,25,25
260372,2001,303,213,516,388,0,0,0,0,516,388
260585,2001,44,6,50,46,0,0,0,0,50,46
260664,2001,387,,387,387,0,0,0,0,387,387
260691,2001,523,,523,523,0,0,0,0,523,523
260789,2001,229,,229,229,0,0,0,0,229,229
260804,2001,271,,271,271,0,0,0,0,271,271
260813,2001,201,,201,201,0,0,0,0,201,201
260895,2001,39,,39,39,0,0,0,0,39,39
260901,2001,420,325,745,549,0,0,0,0,745,549
260910,2001,426,11,437,430,0,0,0,0,437,430
260929,2001,143,,143,143,0,0,0,0,143,143
260947,2001,64,33,97,77,0,0,0,0,97,77
260956,2001,,,0,0,41,9,50,44,50,44
260965,2001,58,,58,58,0,0,0,0,58,58
260974,2001,440,7,447,443,0,0,0,0,447,443
260992,2001,136,667,803,401,0,0,0,0,803,401
261375,2001,127,131,258,179,0,0,0,0,258,179
261384,2001,153,,153,153,0,0,0,0,153,153
261393,2001,17,78,95,43,0,0,0,0,95,43
261436,2001,78,54,132,99,0,0,0,0,132,99
261472,2001,665,,665,665,0,0,0,0,665,665
261676,2001,45,,45,45,0,0,0,0,45,45
261685,2001,28,,28,28,0,0,0,0,28,28
261719,2001,67,,67,67,0,0,0,0,67,67
261773,2001,35,8,43,38,0,0,0,0,43,38
261852,2001,12,1,13,12,0,0,0,0,13,12
261861,2001,135,,135,135,0,0,0,0,135,135
261898,2001,9,9,18,13,0,0,0,0,18,13
261931,2001,354,,354,354,0,0,0,0,354,354
262013,2001,653,238,891,746,24,58,82,46,973,792
262022,2001,,,0,0,170,135,305,236,305,236
262031,2001,2566,3605,6171,3997,0,0,0,0,6171,3997
262086,2001,937,792,1729,1248,1268,1782,3050,1949,4779,3197
262129,2001,626,3,629,627,0,0,0,0,629,627
262138,2001,,,0,0,71,85,156,117,156,117
262156,2001,74,352,426,214,0,0,0,0,426,214
262235,2001,66,,66,66,0,0,0,0,66,66
262299,2001,51,,51,51,0,0,0,0,51,51
262305,2001,335,,335,335,0,0,0,0,335,335
262332,2001,723,,723,723,0,0,0,0,723,723
262341,2001,389,,389,389,0,0,0,0,389,389
262369,2001,67,,67,67,0,0,0,0,67,67
262402,2001,102,,102,102,0,0,0,0,102,102
262457,2001,693,,693,693,0,0,0,0,693,693
262509,2001,338,,338,338,0,0,0,0,338,338
262660,2001,87,,87,87,0,0,0,0,87,87
362700,2001,41,24,65,51,0,0,0,0,65,51
362782,2001,26,38,64,41,0,0,0,0,64,41
363013,2001,46,,46,46,0,0,0,0,46,46
363077,2001,101,15,116,107,0,0,0,0,116,107
363147,2001,9,10,19,13,0,0,0,0,19,13
363165,2001,399,115,514,445,0,0,0,0,514,445
363217,2001,15,,15,15,0,0,0,0,15,15
363378,2001,107,165,272,172,0,0,0,0,272,172
363387,2001,691,71,762,719,0,0,0,0,762,719
363396,2001,85,,85,85,0,0,0,0,85,85
363439,2001,175,141,316,231,0,0,0,0,316,231
363457,2001,58,75,133,88,0,0,0,0,133,88
363527,2001,137,10,147,141,0,0,0,0,147,141
363590,2001,207,,207,207,0,0,0,0,207,207
363606,2001,179,,179,179,0,0,0,0,179,179
363633,2001,334,1002,1336,732,0,0,0,0,1336,732
363679,2001,23,9,32,27,0,0,0,0,32,27
363712,2001,42,,42,42,0,0,0,0,42,42
363721,2001,,,0,0,133,0,133,133,133,133
363882,2001,7,20,27,15,0,0,0,0,27,15
363907,2001,432,113,545,476,76,121,197,122,742,598
363916,2001,320,129,449,371,124,44,168,141,617,512
363934,2001,717,,717,717,12,0,12,12,729,729
364016,2001,1667,5682,7349,3923,0,0,0,0,7349,3923
364025,2001,1671,5089,6760,3692,0,0,0,0,6760,3692
364122,2001,3,,3,3,0,0,0,0,3,3
364131,2001,,,0,0,6,0,6,6,6,6
364168,2001,223,12,235,228,0,0,0,0,235,228
364308,2001,251,,251,251,0,0,0,0,251,251
364317,2001,249,,249,249,0,0,0,0,249,249
364326,2001,144,47,191,163,0,0,0,0,191,163
364335,2001,221,177,398,291,0,0,0,0,398,291
364548,2001,227,37,264,242,0,0,0,0,264,242
364566,2001,89,36,125,103,0,0,0,0,125,103
364575,2001,35,,35,35,0,0,0,0,35,35
364593,2001,212,,212,212,0,0,0,0,212,212
364609,2001,22,20,42,30,0,0,0,0,42,30
364618,2001,28,,28,28,0,0,0,0,28,28
364627,2001,102,57,159,121,0,0,0,0,159,121
364636,2001,51,,51,51,0,0,0,0,51,51
364751,2001,243,,243,243,0,0,0,0,243,243
364760,2001,10,63,73,35,0,0,0,0,73,35
364812,2001,4,137,141,58,0,0,0,0,141,58
364821,2001,1,43,44,18,0,0,0,0,44,18
364876,2001,35,,35,35,0,0,0,0,35,35
364885,2001,270,,270,270,0,0,0,0,270,270
364946,2001,49,322,371,177,0,0,0,0,371,177
364955,2001,852,,852,852,0,0,0,0,852,852
364964,2001,63,,63,63,0,0,0,0,63,63
364973,2001,92,,92,92,0,0,0,0,92,92
365055,2001,486,370,856,633,0,0,0,0,856,633
365073,2001,64,6,70,66,0,0,0,0,70,66
365091,2001,282,,282,282,0,0,0,0,282,282
365125,2001,117,,117,117,0,0,0,0,117,117
365143,2001,115,,115,115,0,0,0,0,115,115
365198,2001,53,88,141,83,0,0,0,0,141,83
365204,2001,229,,229,229,0,0,0,0,229,229
365213,2001,137,110,247,181,0,0,0,0,247,181
365240,2001,52,725,777,295,0,0,0,0,777,295
365277,2001,18,7,25,20,0,0,0,0,25,20
365310,2001,298,,298,298,0,0,0,0,298,298
365329,2001,440,,440,440,0,0,0,0,440,440
365374,2001,171,95,266,203,0,0,0,0,266,203
365383,2001,67,,67,67,0,0,0,0,67,67
365392,2001,8,14,22,14,0,0,0,0,22,14
365426,2001,,,0,0,172,83,255,204,255,204
365453,2001,17,,17,17,0,0,0,0,17,17
365480,2001,152,490,642,347,0,0,0,0,642,347
365505,2001,31,,31,31,0,0,0,0,31,31
365569,2001,9,17,26,16,0,0,0,0,26,16
365639,2001,49,37,86,64,0,0,0,0,86,64
365693,2001,93,14,107,99,0,0,0,0,107,99
365824,2001,46,,46,46,0,0,0,0,46,46
365833,2001,39,,39,39,0,0,0,0,39,39
365912,2001,225,,225,225,0,0,0,0,225,225
365930,2001,40,9,49,44,0,0,0,0,49,44
366155,2001,30,,30,30,0,0,0,0,30,30
366182,2001,60,,60,60,0,0,0,0,60,60
366191,2001,1153,,1153,1153,0,0,0,0,1153,1153
366252,2001,4457,1081,5538,4893,0,0,0,0,5538,4893
366261,2001,123,,123,123,0,0,0,0,123,123
366270,2001,266,,266,266,0,0,0,0,266,266
366289,2001,299,,299,299,0,0,0,0,299,299
366340,2001,131,111,242,175,0,0,0,0,242,175
366368,2001,,,0,0,106,16,122,112,122,112
366395,2001,9199,9655,18854,13033,0,0,0,0,18854,13033
366401,2001,1917,5477,7394,4092,0,0,0,0,7394,4092
366438,2001,15,46,61,33,0,0,0,0,61,33
366447,2001,596,688,1284,869,0,0,0,0,1284,869
366456,2001,586,1026,1612,993,0,0,0,0,1612,993
366465,2001,1062,950,2012,1439,0,0,0,0,2012,1439
366535,2001,667,,667,667,0,0,0,0,667,667
366544,2001,618,683,1301,889,0,0,0,0,1301,889
366553,2001,767,172,939,835,0,0,0,0,939,835
366571,2001,19,,19,19,0,0,0,0,19,19
366580,2001,258,2,260,259,0,0,0,0,260,259
366605,2001,,,0,0,80,0,80,80,80,80
366614,2001,98,,98,98,0,0,0,0,98,98
366623,2001,16,30,46,26,0,0,0,0,46,26
366632,2001,27,,27,27,0,0,0,0,27,27
366650,2001,470,5,475,472,0,0,0,0,475,472
366678,2001,641,3,644,642,0,0,0,0,644,642
366696,2001,566,1,567,566,0,0,0,0,567,566
366702,2001,,,0,0,63,308,371,181,371,181
366711,2001,3429,1843,5272,4173,585,639,1224,816,6496,4989
366748,2001,,,0,0,196,33,229,209,229,209
366757,2001,,,0,0,42,254,296,139,296,139
366784,2001,1,3,4,2,30,59,89,55,93,57
366793,2001,,,0,0,202,20,222,213,222,213
366906,2001,243,228,471,334,0,0,0,0,471,334
366960,2001,297,,297,297,0,0,0,0,297,297
367024,2001,430,6,436,432,0,0,0,0,436,432
367051,2001,48,27,75,59,0,0,0,0,75,59
367088,2001,24,9,33,28,0,0,0,0,33,28
367097,2001,52,,52,52,0,0,0,0,52,52
367103,2001,181,,181,181,0,0,0,0,181,181
367112,2001,611,,611,611,0,0,0,0,611,611
367130,2001,123,20,143,131,0,0,0,0,143,131
367158,2001,6,,6,6,0,0,0,0,6,6
367176,2001,70,82,152,103,0,0,0,0,152,103
367194,2001,249,35,284,263,0,0,0,0,284,263
367264,2001,1216,,1216,1216,0,0,0,0,1216,1216
367316,2001,202,,202,202,0,0,0,0,202,202
367334,2001,53,15,68,59,0,0,0,0,68,59
367343,2001,102,,102,102,0,0,0,0,102,102
367361,2001,40,,40,40,0,0,0,0,40,40
367389,2001,327,,327,327,0,0,0,0,327,327
367398,2001,161,75,236,191,0,0,0,0,236,191
367413,2001,1447,,1447,1447,0,0,0,0,1447,1447
367431,2001,17,,17,17,0,0,0,0,17,17
367459,2001,1339,2953,4292,2512,0,0,0,0,4292,2512
367556,2001,6,20,26,14,0,0,0,0,26,14
367608,2001,108,,108,108,0,0,0,0,108,108
367662,2001,78,,78,78,0,0,0,0,78,78
367778,2001,98,,98,98,0,0,0,0,98,98
367787,2001,80,30,110,92,0,0,0,0,110,92
367839,2001,45,2,47,46,0,0,0,0,47,46
367875,2001,115,,115,115,0,0,0,0,115,115
367884,2001,320,186,506,393,11,50,61,30,567,423
367893,2001,2,14,16,7,6,19,25,14,41,21
367909,2001,468,266,734,572,2,22,24,10,758,582
367936,2001,,,0,0,462,154,616,521,616,521
367972,2001,73,,73,73,0,0,0,0,73,73
367981,2001,27,107,134,69,0,0,0,0,134,69
367990,2001,3,51,54,23,0,0,0,0,54,23
368160,2001,41,10,51,45,0,0,0,0,51,45
368179,2001,8,4,12,9,0,0,0,0,12,9
368188,2001,116,,116,116,0,0,0,0,116,116
368203,2001,62,,62,62,0,0,0,0,62,62
368230,2001,114,60,174,138,0,0,0,0,174,138
368276,2001,,,0,0,115,0,115,115,115,115
368364,2001,53,20,73,60,0,0,0,0,73,60
368407,2001,36,,36,36,0,0,0,0,36,36
368443,2001,122,159,281,185,0,0,0,0,281,185
368452,2001,159,,159,159,0,0,0,0,159,159
368540,2001,34,,34,34,0,0,0,0,34,34
368601,2001,375,6,381,377,0,0,0,0,381,377
368629,2001,350,,350,350,0,0,0,0,350,350
368647,2001,13,,13,13,0,0,0,0,13,13
368771,2001,199,,199,199,0,0,0,0,199,199
368780,2001,144,,144,144,0,0,0,0,144,144
368799,2001,398,96,494,430,0,0,0,0,494,430
368805,2001,469,18,487,476,0,0,0,0,487,476
368832,2001,23,47,70,42,0,0,0,0,70,42
368911,2001,581,697,1278,858,0,0,0,0,1278,858
368993,2001,30,24,54,40,0,0,0,0,54,40
369002,2001,,,0,0,126,354,480,319,480,319
369020,2001,19,,19,19,0,0,0,0,19,19
369084,2001,392,,392,392,0,0,0,0,392,392
369109,2001,72,,72,72,0,0,0,0,72,72
369172,2001,761,1311,2072,1282,0,0,0,0,2072,1282
369181,2001,291,565,856,515,0,0,0,0,856,515
369242,2001,122,,122,122,0,0,0,0,122,122
369400,2001,913,,913,913,0,0,0,0,913,913
369419,2001,816,19,835,824,0,0,0,0,835,824
369446,2001,76,38,114,91,0,0,0,0,114,91
369455,2001,101,,101,101,0,0,0,0,101,101
369516,2001,19,41,60,35,0,0,0,0,60,35
369622,2001,27,40,67,43,0,0,0,0,67,43
369659,2001,,,0,0,154,47,201,172,201,172
369668,2001,25,11,36,29,0,0,0,0,36,29
369686,2001,135,,135,135,0,0,0,0,135,135
369695,2001,104,,104,104,0,0,0,0,104,104
369783,2001,253,,253,253,0,0,0,0,253,253
369792,2001,20,,20,20,0,0,0,0,20,20
369853,2001,26,18,44,33,0,0,0,0,44,33
369862,2001,37,31,68,49,0,0,0,0,68,49
369905,2001,84,71,155,112,0,0,0,0,155,112
369950,2001,105,,105,105,0,0,0,0,105,105
371034,2001,13,,13,13,0,0,0,0,13,13
371052,2001,463,177,640,533,0,0,0,0,640,533
371140,2001,33,,33,33,0,0,0,0,33,33
371186,2001,110,,110,110,0,0,0,0,110,110
371265,2001,370,,370,370,0,0,0,0,370,370
371760,2001,549,,549,549,0,0,0,0,549,549
371779,2001,694,,694,694,0,0,0,0,694,694
371830,2001,50,,50,50,0,0,0,0,50,50
371928,2001,87,,87,87,0,0,0,0,87,87
371964,2001,71,,71,71,0,0,0,0,71,71
371982,2001,989,,989,989,0,0,0,0,989,989
372028,2001,110,,110,110,0,0,0,0,110,110
372037,2001,394,,394,394,0,0,0,0,394,394
372073,2001,290,,290,290,0,0,0,0,290,290
372082,2001,,1031,1031,346,0,0,0,0,1031,346
372143,2001,1030,283,1313,1125,0,0,0,0,1313,1125
372161,2001,127,127,254,177,0,0,0,0,254,177
372170,2001,63,,63,63,0,0,0,0,63,63
372213,2001,19942,,19942,19942,8988,0,8988,8988,28930,28930
372222,2001,2834,,2834,2834,1106,0,1106,1106,3940,3940
372240,2001,33,,33,33,0,0,0,0,33,33
372329,2001,204,60,264,228,0,0,0,0,264,228
372356,2001,61,,61,61,0,0,0,0,61,61
372462,2001,27,38,65,42,0,0,0,0,65,42
372480,2001,81,,81,81,0,0,0,0,81,81
372505,2001,81,,81,81,0,0,0,0,81,81
372578,2001,414,4,418,416,0,0,0,0,418,416
372718,2001,92,13,105,97,0,0,0,0,105,97
372772,2001,77,,77,77,0,0,0,0,77,77
372833,2001,10,12,22,15,0,0,0,0,22,15
372921,2001,475,,475,475,0,0,0,0,475,475
372958,2001,529,,529,529,0,0,0,0,529,529
372985,2001,55,,55,55,0,0,0,0,55,55
373058,2001,162,,162,162,0,0,0,0,162,162
373085,2001,123,,123,123,0,0,0,0,123,123
373119,2001,48,98,146,87,0,0,0,0,146,87
373216,2001,157,,157,157,0,0,0,0,157,157
373261,2001,12,,12,12,0,0,0,0,12,12
373340,2001,81,60,141,105,0,0,0,0,141,105
373447,2001,65,,65,65,0,0,0,0,65,65
373535,2001,67,20,87,75,0,0,0,0,87,75
373605,2001,30,21,51,38,0,0,0,0,51,38
373678,2001,52,21,73,60,0,0,0,0,73,60
373696,2001,181,,181,181,0,0,0,0,181,181
373711,2001,29,,29,29,0,0,0,0,29,29
373757,2001,13,,13,13,0,0,0,0,13,13
373784,2001,219,,219,219,0,0,0,0,219,219
373827,2001,102,1,103,102,0,0,0,0,103,102
373890,2001,271,27,298,282,0,0,0,0,298,282
373906,2001,35,22,57,44,0,0,0,0,57,44
373951,2001,48,,48,48,0,0,0,0,48,48
374024,2001,,,0,0,0,168,168,64,168,64
374033,2001,518,294,812,633,0,0,0,0,812,633
374060,2001,,1,1,0,0,0,0,0,1,0
374112,2001,4,,4,4,0,0,0,0,4,4
374291,2001,61,,61,61,0,0,0,0,61,61
374316,2001,46,37,83,61,0,0,0,0,83,61
374370,2001,518,294,812,633,0,0,0,0,812,633
374440,2001,29,,29,29,0,0,0,0,29,29
374495,2001,16,76,92,46,0,0,0,0,92,46
374574,2001,892,,892,892,0,0,0,0,892,892
374592,2001,346,,346,346,0,0,0,0,346,346
374680,2001,176,118,294,223,0,0,0,0,294,223
374699,2001,143,68,211,170,0,0,0,0,211,170
374875,2001,309,,309,309,0,0,0,0,309,309
374927,2001,51,36,87,65,0,0,0,0,87,65
374972,2001,204,52,256,225,0,0,0,0,256,225
374990,2001,23,43,66,40,0,0,0,0,66,40
375009,2001,11,,11,11,0,0,0,0,11,11
375106,2001,21,8,29,24,0,0,0,0,29,24
375230,2001,107,,107,107,0,0,0,0,107,107
375300,2001,115,,115,115,0,0,0,0,115,115
375319,2001,68,,68,68,0,0,0,0,68,68
375373,2001,89,,89,89,0,0,0,0,89,89
375407,2001,46,,46,46,0,0,0,0,46,46
375416,2001,1092,,1092,1092,0,0,0,0,1092,1092
375470,2001,,,0,0,3,0,3,3,3,3
375489,2001,246,,246,246,0,0,0,0,246,246
375540,2001,17,29,46,29,0,0,0,0,46,29
375559,2001,32,80,112,64,0,0,0,0,112,64
375568,2001,22,,22,22,0,0,0,0,22,22
375647,2001,61,17,78,68,0,0,0,0,78,68
375656,2001,6,16,22,11,0,0,0,0,22,11
375683,2001,138,103,241,173,0,0,0,0,241,173
375692,2001,31,41,72,45,0,0,0,0,72,45
375708,2001,84,7,91,87,0,0,0,0,91,87
375717,2001,100,1,101,100,0,0,0,0,101,100
375726,2001,65,38,103,78,0,0,0,0,103,78
375735,2001,42,133,175,95,0,0,0,0,175,95
375744,2001,87,51,138,107,0,0,0,0,138,107
375753,2001,19,3,22,20,0,0,0,0,22,20
375762,2001,39,2,41,40,0,0,0,0,41,40
375841,2001,635,,635,635,0,0,0,0,635,635
375878,2001,93,,93,93,0,0,0,0,93,93
375902,2001,9,,9,9,0,0,0,0,9,9
375939,2001,182,31,213,194,0,0,0,0,213,194
375948,2001,1672,62,1734,1697,0,0,0,0,1734,1697
375966,2001,42,21,63,49,0,0,0,0,63,49
375984,2001,127,121,248,175,0,0,0,0,248,175
376039,2001,103,3,106,104,0,0,0,0,106,104
376109,2001,88,61,149,112,0,0,0,0,149,112
376118,2001,44,4,48,46,0,0,0,0,48,46
376127,2001,127,59,186,150,0,0,0,0,186,150
376136,2001,268,27,295,279,0,0,0,0,295,279
376224,2001,338,,338,338,0,0,0,0,338,338
376242,2001,132,132,264,184,0,0,0,0,264,184
376288,2001,30,,30,30,0,0,0,0,30,30
376321,2001,294,,294,294,0,0,0,0,294,294
376330,2001,716,,716,716,0,0,0,0,716,716
376349,2001,598,,598,598,0,0,0,0,598,598
376385,2001,767,9,776,771,0,0,0,0,776,771
376446,2001,71,22,93,80,0,0,0,0,93,80
376631,2001,19,11,30,23,0,0,0,0,30,23
376668,2001,97,,97,97,0,0,0,0,97,97
376677,2001,86,,86,86,0,0,0,0,86,86
376695,2001,212,8,220,215,0,0,0,0,220,215
376950,2001,97,,97,97,0,0,0,0,97,97
376987,2001,60,,60,60,0,0,0,0,60,60
377069,2001,695,4,699,697,0,0,0,0,699,697
377111,2001,815,,815,815,0,0,0,0,815,815
377193,2001,18,17,35,25,0,0,0,0,35,25
377218,2001,140,,140,140,0,0,0,0,140,140
377227,2001,58,,58,58,0,0,0,0,58,58
377236,2001,62,,62,62,0,0,0,0,62,62
377272,2001,28,15,43,34,0,0,0,0,43,34
377281,2001,27,,27,27,0,0,0,0,27,27
377315,2001,54,,54,54,0,0,0,0,54,54
377342,2001,42,360,402,185,0,0,0,0,402,185
377403,2001,30,,30,30,0,0,0,0,30,30
377421,2001,61,51,112,81,0,0,0,0,112,81
377449,2001,314,,314,314,0,0,0,0,314,314
377458,2001,419,,419,419,0,0,0,0,419,419
377485,2001,14,44,58,29,0,0,0,0,58,29
377519,2001,470,5,475,472,0,0,0,0,475,472
377546,2001,88,3,91,89,0,0,0,0,91,89
377555,2001,757,737,1494,1054,104,81,185,133,1679,1187
377564,2001,1013,638,1651,1270,75,272,347,173,1998,1443
377616,2001,43,8,51,46,0,0,0,0,51,46
377634,2001,13,,13,13,0,0,0,0,13,13
377643,2001,120,,120,120,0,0,0,0,120,120
377652,2001,110,,110,110,0,0,0,0,110,110
377661,2001,43,,43,43,0,0,0,0,43,43
377670,2001,85,,85,85,0,0,0,0,85,85
377722,2001,261,,261,261,0,0,0,0,261,261
377759,2001,137,4,141,139,0,0,0,0,141,139
378105,2001,126,39,165,141,0,0,0,0,165,141
378406,2001,556,6,562,558,0,0,0,0,562,558
378576,2001,,,0,0,269,133,402,320,402,320
378938,2001,24,23,47,33,7,4,11,9,58,42
378956,2001,262,,262,262,0,0,0,0,262,262
379029,2001,329,,329,329,0,0,0,0,329,329
379074,2001,34,,34,34,0,0,0,0,34,34
379135,2001,78,40,118,94,0,0,0,0,118,94
379463,2001,129,,129,129,0,0,0,0,129,129
379621,2001,82,661,743,304,0,0,0,0,743,304
379685,2001,211,146,357,269,0,0,0,0,357,269
379746,2001,112,,112,112,0,0,0,0,112,112
379782,2001,162,,162,162,50,0,50,50,212,212
380067,2001,207,,207,207,0,0,0,0,207,207
380094,2001,259,,259,259,0,0,0,0,259,259
380137,2001,208,,208,208,0,0,0,0,208,208
380298,2001,135,,135,135,0,0,0,0,135,135
380359,2001,161,207,368,243,0,0,0,0,368,243
380368,2001,497,526,1023,706,0,0,0,0,1023,706
380377,2001,291,309,600,414,0,0,0,0,600,414
380401,2001,137,30,167,149,0,0,0,0,167,149
380410,2001,43,103,146,84,0,0,0,0,146,84
380438,2001,463,3,466,464,0,0,0,0,466,464
380447,2001,119,,119,119,0,0,0,0,119,119
380456,2001,247,,247,247,0,0,0,0,247,247
380465,2001,1712,,1712,1712,1092,0,1092,1092,2804,2804
380474,2001,308,281,589,420,0,0,0,0,589,420
380836,2001,133,,133,133,0,0,0,0,133,133
380845,2001,127,,127,127,0,0,0,0,127,127
380854,2001,127,,127,127,0,0,0,0,127,127
380863,2001,119,,119,119,0,0,0,0,119,119
380872,2001,159,,159,159,0,0,0,0,159,159
381237,2001,112,,112,112,0,0,0,0,112,112
381255,2001,91,,91,91,0,0,0,0,91,91
381282,2001,183,,183,183,0,0,0,0,183,183
381325,2001,136,,136,136,0,0,0,0,136,136
381334,2001,115,,115,115,0,0,0,0,115,115
381343,2001,82,,82,82,0,0,0,0,82,82
381370,2001,214,103,317,255,0,0,0,0,317,255
381404,2001,150,,150,150,0,0,0,0,150,150
381486,2001,19,,19,19,0,0,0,0,19,19
381501,2001,2,,2,2,0,0,0,0,2,2
381529,2001,369,162,531,423,0,0,0,0,531,423
381617,2001,668,661,1329,928,0,0,0,0,1329,928
381635,2001,60,20,80,68,0,0,0,0,80,68
381644,2001,284,,284,284,0,0,0,0,284,284
381699,2001,10,16,26,16,0,0,0,0,26,16
381705,2001,16,7,23,19,0,0,0,0,23,19
381732,2001,12,242,254,108,0,0,0,0,254,108
381741,2001,144,,144,144,0,0,0,0,144,144
381750,2001,51,,51,51,0,0,0,0,51,51
381787,2001,244,209,453,326,2,0,2,2,455,328
381796,2001,,,0,0,106,0,106,106,106,106
381848,2001,27,106,133,69,0,0,0,0,133,69
381909,2001,856,6,862,858,0,0,0,0,862,858
381945,2001,157,,157,157,0,0,0,0,157,157
381990,2001,360,,360,360,0,0,0,0,360,360
382018,2001,200,,200,200,0,0,0,0,200,200
382027,2001,280,,280,280,0,0,0,0,280,280
382054,2001,498,,498,498,0,0,0,0,498,498
382063,2001,285,,285,285,1616,0,1616,1616,1901,1901
382106,2001,10,,10,10,0,0,0,0,10,10
382221,2001,649,,649,649,0,0,0,0,649,649
382258,2001,167,488,655,331,0,0,0,0,655,331
382267,2001,170,6,176,172,0,0,0,0,176,172
382276,2001,104,,104,104,0,0,0,0,104,104
382382,2001,142,,142,142,0,0,0,0,142,142
382416,2001,77,,77,77,0,0,0,0,77,77
382443,2001,3,1,4,3,0,0,0,0,4,3
382461,2001,34,10,44,38,0,0,0,0,44,38
382504,2001,281,,281,281,0,0,0,0,281,281
382531,2001,251,,251,251,0,0,0,0,251,251
382674,2001,594,,594,594,0,0,0,0,594,594
382708,2001,289,40,329,305,0,0,0,0,329,305
382771,2001,45,2,47,46,0,0,0,0,47,46
382780,2001,23,14,37,29,0,0,0,0,37,29
382869,2001,3,,3,3,1,0,1,1,4,4
382902,2001,45,,45,45,0,0,0,0,45,45
382911,2001,113,7,120,116,0,0,0,0,120,116
382957,2001,41,55,96,63,0,0,0,0,96,63
382975,2001,106,106,212,148,0,0,0,0,212,148
383020,2001,,,0,0,60,31,91,72,91,72
383084,2001,735,1284,2019,1166,0,0,0,0,2019,1166
383163,2001,98,174,272,167,0,0,0,0,272,167
383172,2001,18,,18,18,0,0,0,0,18,18
383190,2001,1096,979,2075,1485,0,0,0,0,2075,1485
383251,2001,66,,66,66,0,0,0,0,66,66
383279,2001,15,76,91,45,0,0,0,0,91,45
383297,2001,29,106,135,71,0,0,0,0,135,71
383312,2001,110,,110,110,0,0,0,0,110,110
383321,2001,,6,6,2,0,0,0,0,6,2
383330,2001,39,,39,39,0,0,0,0,39,39
383367,2001,211,2,213,212,0,0,0,0,213,212
383376,2001,24,37,61,39,0,0,0,0,61,39
383400,2001,72,15,87,78,0,0,0,0,87,78
383419,2001,96,,96,96,0,0,0,0,96,96
383464,2001,49,49,98,68,0,0,0,0,98,68
383507,2001,30,,30,30,0,0,0,0,30,30
383525,2001,66,,66,66,0,0,0,0,66,66
383701,2001,64,123,187,113,0,0,0,0,187,113
383765,2001,136,57,193,159,0,0,0,0,193,159
383792,2001,317,,317,317,0,0,0,0,317,317
383880,2001,332,168,500,399,0,0,0,0,500,399
383899,2001,235,59,294,258,0,0,0,0,294,258
383950,2001,264,19,283,272,0,0,0,0,283,272
383996,2001,120,568,688,346,0,0,0,0,688,346
384184,2001,223,,223,223,0,0,0,0,223,223
384193,2001,358,,358,358,0,0,0,0,358,358
384209,2001,944,,944,944,0,0,0,0,944,944
384306,2001,,,0,0,52,9,61,55,61,55
384333,2001,724,4234,4958,2405,0,0,0,0,4958,2405
384342,2001,1615,2943,4558,2784,0,0,0,0,4558,2784
384360,2001,401,576,977,630,0,0,0,0,977,630
384379,2001,277,152,429,337,0,0,0,0,429,337
384388,2001,162,138,300,217,0,0,0,0,300,217
384397,2001,149,234,383,242,0,0,0,0,383,242
